srcid,Q1,Q2,Q4,Q6a,Q6b,Q6c,Q6d,Q7a,Q7b,Q7c,Q7d,Q7e,Q10a,Q10b,Q10c,Q10d,p_state,sDevType,sOSName,gender,age_group,education
1050,2,1,16,2,1,4,4,2,2,3,4,1,4,4,4,-99,4,-1,-1,2,4,3
924,2,16,3,2,2,3,3,1,3,3,2,1,4,4,4,2,4,1,6,2,2,3
997,2,1,1,3,3,3,3,1,1,2,1,1,5,5,4,2,4,2,1,2,4,1
1365,4,11,4,3,2,3,2,2,1,2,3,2,1,4,2,4,4,0,12,2,4,1
746,2,11,24,4,4,4,3,3,3,3,3,3,2,2,4,2,4,0,12,1,4,2
1,2,2,1,2,2,3,3,2,3,-98,1,2,4,4,5,-98,4,-1,-1,2,4,1
681,2,16,-98,3,2,2,2,2,1,2,2,1,2,4,4,2,4,2,6,2,4,2
1222,2,5,3,-98,-98,-98,-98,3,3,2,-98,2,2,-98,-98,1,4,0,12,2,4,3
628,4,20,97,4,4,3,1,1,1,1,2,2,4,4,4,2,4,0,12,1,3,2
1440,2,1,-99,3,2,3,3,2,2,2,2,2,4,4,4,4,4,0,8,2,2,3
45,2,16,1,4,2,4,3,3,2,2,3,2,2,5,2,2,4,1,6,2,3,1
168,2,28,1,4,3,3,3,4,2,3,3,3,5,5,5,5,4,0,12,2,4,3
748,2,11,5,2,2,3,1,1,1,1,1,1,4,4,4,1,4,0,12,1,4,3
1358,1,1,95,5,4,4,4,3,2,3,2,1,1,1,2,2,4,-1,-1,2,4,2
439,2,18,3,3,3,4,3,3,3,3,3,3,4,4,4,4,4,1,6,1,1,2
1096,2,1,4,5,4,4,4,3,4,3,3,3,4,4,4,4,4,-1,-1,2,3,3
2121,2,16,1,3,2,4,4,3,3,3,3,2,2,4,2,4,4,0,8,2,3,2
46,4,5,97,2,3,1,1,2,2,2,2,1,4,5,4,5,4,-1,-1,2,4,3
524,2,13,1,4,5,4,4,3,3,4,3,3,5,5,5,5,4,0,12,1,4,3
1693,4,6,1,1,1,2,2,1,1,1,2,2,2,4,4,4,4,0,12,2,3,1
155,2,1,97,3,3,3,3,2,2,2,2,2,4,4,4,2,4,0,12,1,4,2
1393,2,33,1,2,1,2,3,1,1,1,3,3,2,1,2,2,4,0,12,2,4,1
2270,4,13,3,2,2,2,2,2,2,3,3,2,4,4,2,1,4,0,12,1,3,2
1262,2,11,96,3,2,3,3,2,1,3,4,3,1,1,2,2,4,0,12,2,4,2
223,2,8,1,3,4,4,4,3,2,2,3,3,2,4,2,2,4,1,6,2,2,1
754,4,16,4,2,1,2,1,2,1,2,3,2,1,4,4,1,4,2,1,1,4,3
2550,4,16,4,3,2,3,1,1,1,3,4,3,2,2,2,1,4,0,12,1,2,2
682,2,1,-98,4,5,3,3,1,1,2,2,2,4,5,5,2,4,2,6,2,4,1
1031,2,11,24,2,2,2,1,2,1,1,2,2,4,4,4,1,4,-1,-1,2,4,1
1030,2,34,1,3,3,4,4,3,3,4,3,2,4,2,2,4,4,-1,-1,1,4,2
680,2,11,1,4,4,3,4,3,2,3,3,3,4,4,5,2,4,2,6,1,4,3
1039,4,16,-98,5,4,1,1,1,1,1,1,1,4,4,4,5,4,-1,-1,2,4,1
925,2,96,1,3,3,3,3,2,3,2,2,3,5,5,5,1,4,0,12,1,4,2
2563,2,34,1,4,4,3,4,1,1,3,2,3,2,5,1,1,4,-1,-1,1,4,3
727,1,16,1,3,2,3,2,3,2,4,3,2,4,4,5,2,4,2,6,2,3,2
1617,2,19,8,5,5,5,5,2,3,4,2,2,5,5,5,5,4,0,12,1,3,2
1375,4,1,-98,2,2,2,3,3,3,4,3,3,2,4,4,4,5,0,12,2,3,2
111,4,11,5,2,2,2,1,1,1,2,3,3,2,2,2,4,5,0,12,1,2,1
330,2,16,1,2,2,4,2,2,1,2,1,1,4,4,4,2,5,2,6,2,4,3
903,2,11,4,4,4,4,4,3,3,4,3,2,5,4,5,2,5,0,12,2,2,1
711,2,16,1,4,3,4,3,2,2,2,2,3,4,4,4,2,5,0,12,2,4,3
1936,1,17,1,5,5,3,3,3,3,3,3,2,4,4,4,5,5,-1,-1,2,4,3
518,2,13,1,3,4,3,3,1,2,2,2,1,4,4,2,2,5,0,12,1,2,2
2321,4,14,1,4,4,3,3,2,2,3,3,2,1,2,2,2,5,0,12,2,4,2
741,2,1,3,2,2,1,2,1,1,1,2,1,1,1,2,1,5,0,12,1,3,2
2513,4,11,4,3,1,1,1,1,1,1,2,1,2,5,4,1,5,1,6,2,3,3
503,4,13,-98,1,1,1,1,1,1,1,1,1,1,4,1,1,5,2,6,2,4,2
1361,2,35,3,4,4,3,3,3,3,4,3,3,2,2,2,2,5,2,6,2,4,3
702,4,36,11,3,2,1,3,2,2,2,2,2,4,4,4,2,5,0,12,1,3,3
597,4,36,1,5,5,1,1,1,1,1,1,1,2,2,2,2,5,-1,-1,2,4,3
1412,2,16,1,5,4,3,3,1,1,2,2,1,2,4,4,4,5,-1,-1,2,4,3
1231,2,-98,1,3,2,3,3,3,2,3,3,3,5,5,5,1,5,0,12,2,4,1
1419,4,11,8,5,4,3,3,1,1,1,1,2,5,5,4,-98,5,-1,-1,2,4,2
1832,2,16,1,3,3,3,3,3,1,3,3,3,2,2,2,4,5,1,6,1,3,2
1359,2,16,1,5,1,2,3,3,2,3,3,1,2,5,4,1,5,0,12,2,4,1
1683,4,1,3,5,5,5,5,1,1,1,1,1,1,1,1,2,5,-1,-1,1,3,3
453,5,11,3,5,4,4,3,2,1,2,3,1,1,1,4,2,5,1,13,1,3,1
729,2,1,3,2,2,4,3,2,1,3,2,1,1,5,4,4,5,0,12,1,3,1
1332,4,16,1,5,3,4,4,1,2,2,1,1,4,4,4,2,5,2,6,1,4,1
567,2,11,1,3,3,4,4,3,2,3,3,2,4,4,4,2,5,0,12,2,4,1
1800,2,4,1,4,4,4,3,3,3,4,4,3,4,4,4,4,5,1,1,1,2,3
375,2,1,1,5,5,3,5,1,2,1,1,2,4,4,4,2,5,2,6,2,4,2
1342,2,30,3,3,3,4,4,3,3,3,4,2,4,4,4,2,5,0,12,2,4,3
600,4,16,15,1,1,1,1,1,1,1,1,1,2,4,5,1,5,0,12,1,4,2
442,4,30,3,3,3,3,2,3,3,3,3,3,4,4,4,2,5,1,1,2,3,3
1101,2,30,1,2,2,3,2,1,2,2,2,1,4,4,4,1,5,1,6,2,3,3
1145,2,1,4,3,2,1,2,1,1,1,1,1,4,4,4,4,5,-1,-1,2,3,2
809,2,32,4,5,1,3,5,1,1,2,3,1,1,2,1,2,5,0,12,1,3,2
41,2,13,3,4,4,4,4,2,2,1,2,2,2,4,4,2,5,1,1,1,2,1
588,1,36,1,5,5,5,2,2,1,4,2,1,5,5,5,1,5,-1,-1,2,4,3
1701,2,8,4,2,2,2,2,2,2,2,3,2,5,5,5,4,5,1,6,2,2,1
1802,2,19,4,3,2,3,2,2,1,3,3,2,2,2,4,4,5,0,8,1,4,1
686,4,19,3,2,2,2,2,2,2,3,3,2,2,2,4,4,5,0,12,1,4,1
701,1,11,4,4,2,4,2,2,2,3,2,2,5,5,4,5,5,-1,-1,2,4,2
1221,4,16,2,1,5,1,3,1,1,1,1,1,2,4,4,1,5,0,12,1,4,2
1705,2,1,3,3,2,4,4,2,2,3,3,3,2,4,4,4,5,0,12,2,2,2
1263,2,17,4,2,2,2,2,1,1,1,1,1,5,4,2,1,5,2,6,2,4,2
1694,2,19,3,2,2,3,3,2,2,3,3,1,5,5,4,4,5,-1,-1,1,4,3
1499,1,13,1,5,3,4,4,3,3,3,3,3,4,4,4,1,5,2,6,2,4,3
1120,2,16,1,2,2,3,2,1,1,2,2,1,1,1,2,1,5,2,6,1,4,2
1623,2,35,1,3,4,2,2,2,1,2,3,2,4,4,4,2,5,1,1,1,3,2
1143,4,17,3,4,2,2,2,1,1,1,2,1,2,4,4,1,5,-1,-1,2,4,2
1451,4,1,1,5,4,3,4,4,3,4,4,3,2,4,5,2,5,-1,-1,2,3,1
1268,4,11,5,4,3,4,4,1,1,3,3,1,2,4,4,1,5,2,6,2,2,3
284,2,96,1,5,3,4,5,1,1,1,1,1,1,2,2,1,5,0,12,2,4,2
1434,1,5,2,2,1,2,2,1,1,1,2,1,4,4,2,1,5,-1,-1,1,4,2
715,2,1,3,5,5,4,5,1,1,1,3,1,4,5,4,4,5,-1,-1,1,4,3
200,2,30,1,4,4,4,4,1,1,2,3,3,2,4,2,2,5,0,12,1,4,3
1183,5,13,6,4,5,1,1,1,2,2,1,1,5,5,5,5,5,-1,-1,2,4,3
1989,2,13,1,3,3,3,3,3,3,3,3,2,2,4,4,2,5,0,12,2,4,3
455,2,36,1,3,2,2,3,2,2,2,2,2,5,5,5,5,2,1,1,1,4,2
869,2,13,2,4,5,5,4,1,1,2,1,1,2,4,5,1,1,0,12,2,4,2
2503,2,-98,-98,4,4,4,5,3,2,3,4,3,4,5,4,4,2,1,1,2,2,1
1446,4,11,3,3,2,2,1,2,2,2,3,2,2,2,4,4,3,0,12,2,3,3
40,5,35,3,3,2,3,2,2,2,2,2,2,2,2,2,2,3,1,6,2,2,3
1335,2,13,4,2,3,1,1,1,1,1,3,2,1,2,2,2,1,0,12,1,2,2
2198,2,28,3,3,3,3,3,3,3,3,3,3,4,4,2,2,2,1,6,2,2,2
870,2,16,1,4,4,4,4,2,1,2,2,1,2,4,2,1,2,0,12,1,4,3
237,1,6,1,2,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,2,3
1646,2,29,3,3,4,3,2,3,3,4,4,3,4,4,4,2,2,0,12,2,3,1
1223,4,32,3,1,2,3,1,2,2,2,2,2,4,4,4,4,2,0,12,1,2,2
1063,2,96,3,3,3,3,3,4,4,4,4,3,2,4,4,4,5,0,12,2,3,1
1662,2,96,1,5,4,4,5,1,2,2,4,1,4,4,4,1,2,2,6,2,4,2
1506,2,-98,4,3,3,4,3,4,2,4,2,2,4,1,-98,1,2,2,6,2,3,2
854,5,37,4,3,3,1,2,2,1,2,2,2,2,2,2,2,4,0,12,2,1,1
1241,2,16,1,1,2,4,1,2,1,2,2,2,1,4,2,1,3,2,6,1,4,3
319,4,13,1,2,1,3,2,4,4,4,4,4,1,1,1,1,5,0,12,1,2,1
124,2,1,4,2,2,2,2,2,2,2,2,2,4,4,4,2,5,0,12,2,3,1
2297,2,16,1,2,2,2,2,2,1,1,1,1,2,2,2,1,5,0,12,1,3,2
1530,2,16,-98,4,4,3,3,2,2,2,3,1,1,4,4,2,5,0,12,2,2,2
638,2,13,1,3,4,2,2,2,4,1,3,1,4,5,4,2,1,1,1,1,3,1
1606,1,17,3,4,2,4,4,1,1,3,3,3,5,5,5,4,2,-1,-1,2,4,3
942,2,11,3,2,2,4,4,3,2,4,4,2,1,2,2,2,5,1,1,1,2,3
551,2,14,5,4,4,4,4,3,4,3,4,3,2,2,2,4,4,1,6,1,2,1
160,2,-98,1,3,2,3,3,1,1,1,2,1,2,1,2,2,3,0,12,1,3,3
667,2,13,1,5,5,5,5,3,2,3,3,3,4,4,1,4,2,1,6,1,3,1
618,2,13,1,3,5,3,5,3,3,4,3,2,4,2,2,2,2,0,12,1,2,2
1308,2,20,3,4,2,4,4,3,2,2,3,3,2,4,4,2,3,0,12,2,3,2
1568,4,-98,1,2,1,5,2,3,1,2,3,1,5,1,4,5,2,-1,-1,1,4,3
2206,4,32,1,2,2,2,1,1,2,2,1,2,4,5,4,2,2,0,8,1,4,2
1112,2,1,1,3,3,3,4,3,2,3,4,3,1,2,1,2,1,1,1,1,2,1
1967,2,6,4,4,3,3,4,3,2,2,3,2,4,2,2,2,3,1,1,2,2,2
1842,4,11,96,3,5,4,4,2,1,3,2,1,2,4,4,1,1,2,6,2,4,2
228,4,1,3,1,1,1,1,1,1,1,1,1,5,5,5,1,2,1,6,2,3,2
58,2,1,3,3,5,4,4,1,1,1,1,2,1,1,2,2,8,1,6,1,3,1
739,2,16,4,3,4,4,4,3,2,3,3,2,4,4,4,2,2,2,6,2,2,2
1234,2,5,1,2,1,3,3,2,1,3,2,2,4,4,4,2,3,0,8,2,4,2
1736,1,-98,3,3,2,3,2,3,3,3,3,3,4,4,4,4,1,1,6,1,2,2
192,2,5,1,4,3,4,3,2,2,2,2,2,2,4,2,1,1,1,6,1,3,1
635,2,11,4,2,2,1,2,3,2,1,4,3,4,4,1,4,1,1,1,2,2,3
804,2,13,1,3,3,3,3,2,1,3,1,1,5,4,4,2,1,1,6,1,3,2
1527,1,-99,-99,3,3,3,3,3,2,2,4,3,4,4,4,4,2,1,6,2,3,3
1559,2,1,3,4,4,3,4,3,3,3,4,2,2,4,4,2,1,-1,-1,1,4,2
1083,4,13,1,5,4,5,4,3,3,2,3,3,4,4,4,4,2,-1,-1,2,4,2
1760,2,1,1,5,5,5,5,1,1,1,1,1,5,4,4,1,4,0,12,1,3,1
652,2,1,3,3,3,4,4,4,3,2,3,2,2,2,2,4,2,1,1,1,1,3
39,2,1,1,3,5,3,3,3,2,3,2,3,2,2,2,2,5,1,1,1,2,2
779,2,4,4,2,2,3,2,1,1,2,2,1,2,4,4,1,1,0,8,2,2,1
1643,2,16,4,1,1,2,4,1,1,2,4,2,4,4,4,4,2,0,12,1,2,1
1793,4,11,4,2,2,4,4,3,3,4,4,3,5,5,5,2,3,0,12,1,1,3
389,2,35,1,3,3,1,3,2,2,2,2,2,2,2,2,2,5,0,12,1,2,1
657,2,11,95,2,2,4,1,2,1,2,2,1,1,5,4,1,2,2,6,2,3,1
489,1,11,1,4,4,4,4,4,3,4,4,3,2,2,2,2,1,1,6,2,2,1
1735,1,8,1,1,5,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1
1522,2,1,1,4,4,5,5,2,3,2,3,3,2,2,2,2,1,0,12,1,3,3
99,4,1,97,3,5,4,3,1,1,2,2,1,2,2,4,2,3,2,1,2,4,3
2004,2,96,4,3,2,3,4,1,1,1,1,1,5,5,4,4,1,0,12,2,3,2
1480,2,11,3,3,3,3,3,3,3,3,4,2,2,4,2,2,2,1,6,2,2,1
417,2,16,-99,4,4,4,2,3,2,3,4,1,4,4,4,4,3,0,12,2,2,1
2314,4,13,1,5,5,5,4,1,1,1,1,1,4,4,2,2,5,1,6,2,2,2
794,2,16,4,2,2,3,3,1,1,2,1,2,1,4,4,2,1,0,12,2,3,2
2520,4,6,4,2,2,2,2,3,2,2,3,2,2,2,2,1,3,0,12,2,3,2
49,4,4,1,3,3,4,4,2,2,4,3,2,2,4,2,4,2,1,1,1,3,2
575,4,11,3,2,4,4,4,2,2,3,4,2,2,4,4,2,2,1,6,2,3,1
1587,2,-98,1,3,3,4,1,3,2,4,2,2,4,2,2,1,3,1,6,2,1,1
415,2,13,1,3,3,3,3,3,3,1,3,2,2,4,4,4,3,0,12,2,3,3
2345,2,13,3,1,1,2,4,2,1,2,3,2,2,4,5,2,2,0,12,2,2,1
425,4,6,3,4,1,2,3,1,1,2,3,2,1,2,2,2,1,0,8,1,3,1
2247,2,4,3,1,1,1,1,3,3,3,3,3,4,4,4,2,2,0,12,1,2,3
251,2,1,4,3,3,3,3,3,3,3,3,2,4,4,4,2,2,0,12,2,3,3
331,4,35,3,2,2,3,4,2,1,2,2,1,1,2,2,1,8,1,1,1,2,1
1884,4,35,3,2,2,3,3,3,1,3,3,2,2,2,2,2,2,0,8,2,2,2
295,2,13,1,3,3,3,3,1,1,1,1,1,1,1,1,2,1,0,12,2,4,3
272,2,1,3,2,3,4,2,3,2,2,3,1,4,4,4,2,3,0,8,1,3,1
619,4,13,3,3,3,3,2,2,2,3,3,3,4,4,4,5,4,0,12,2,2,2
1803,2,1,3,3,4,3,2,3,3,4,3,3,4,4,4,2,5,1,1,1,2,2
42,2,5,3,4,2,2,2,1,2,2,3,2,2,2,4,2,4,1,1,2,4,2
704,5,1,-98,1,1,1,3,1,1,1,2,1,5,5,5,4,1,2,6,2,2,1
1713,2,1,3,3,4,4,4,3,2,1,2,2,2,4,1,2,3,1,6,1,2,1
582,2,19,1,3,3,3,3,4,4,4,4,3,1,4,4,4,1,1,1,2,1,2
311,4,19,4,4,4,3,3,1,2,2,3,1,2,2,1,2,1,1,6,2,2,1
1674,2,13,97,3,2,2,3,2,1,2,2,2,2,4,4,2,3,0,12,1,2,3
980,2,34,4,3,2,2,2,3,2,1,3,1,4,4,4,2,1,1,6,2,3,1
1260,2,19,4,3,1,2,2,2,2,2,2,1,1,4,1,1,2,0,8,2,2,1
604,4,32,-98,3,3,3,3,1,1,1,1,1,1,2,2,1,1,0,12,2,3,2
1686,2,20,3,3,3,3,3,3,2,2,2,2,5,5,5,5,1,0,12,2,4,2
555,1,1,3,4,3,4,5,4,3,4,3,2,4,5,2,5,1,2,6,1,1,3
1806,2,1,3,3,2,2,2,3,3,2,3,3,2,2,2,2,2,1,6,2,2,1
1854,2,4,3,3,3,4,4,1,1,3,1,1,1,4,4,2,2,2,6,2,4,1
788,2,20,1,3,3,4,4,3,3,4,3,2,2,2,2,1,1,0,12,1,2,1
281,4,16,5,2,2,2,2,2,2,2,2,2,2,1,2,2,1,0,12,2,3,1
337,2,16,96,2,5,1,1,1,2,2,2,1,5,4,5,1,4,0,8,1,4,1
479,2,16,96,4,3,4,3,1,1,1,1,1,2,4,4,1,4,1,6,1,2,2
547,2,16,8,2,1,3,3,2,2,2,2,1,2,4,2,4,1,1,1,1,3,1
520,4,13,1,4,2,4,4,2,2,3,3,2,4,4,4,1,4,1,1,2,4,3
117,5,11,3,2,1,1,1,3,2,1,4,1,1,1,2,1,2,0,12,1,2,1
1716,5,1,3,4,4,4,3,3,1,2,3,2,2,4,2,2,1,1,6,1,2,3
2142,2,34,1,4,4,4,4,2,3,3,3,2,2,2,2,2,1,2,6,2,2,1
2554,2,4,4,4,3,4,3,3,3,4,3,3,2,5,5,2,2,1,6,2,1,1
1060,2,34,96,3,2,2,1,1,1,1,1,1,1,1,4,2,1,-1,-1,1,3,1
1194,2,19,1,4,4,4,4,2,2,3,3,3,3,4,2,4,4,0,12,1,3,2
1996,4,5,3,1,1,3,1,1,1,3,2,1,2,4,4,2,3,1,1,2,3,1
211,4,11,4,3,2,2,3,2,2,2,3,2,2,2,4,1,2,0,12,1,2,1
2038,1,1,1,3,3,2,2,4,2,3,2,2,4,4,4,4,3,1,1,1,2,1
1490,4,11,4,2,2,2,2,2,2,2,3,2,4,5,4,4,1,0,8,2,3,1
2228,4,1,3,2,1,2,2,1,1,1,1,1,2,4,4,1,4,0,12,2,2,2
593,2,20,1,4,1,4,2,3,3,4,3,2,4,2,4,2,2,2,6,1,2,1
599,2,16,97,5,2,3,3,1,2,1,2,2,2,1,2,1,4,0,12,1,4,3
753,4,11,4,1,1,1,1,1,1,2,2,1,1,2,2,2,5,0,12,2,2,1
2449,1,11,1,4,3,3,4,3,3,3,3,3,2,2,2,4,2,-1,-1,2,3,2
499,4,16,4,1,1,2,1,1,1,1,2,2,5,5,5,1,3,1,1,2,2,1
1878,2,11,1,3,3,3,4,1,1,1,1,1,2,2,2,2,2,1,1,2,2,1
949,2,1,1,3,2,2,3,2,2,1,2,1,4,1,2,1,2,0,12,1,2,1
2525,1,16,1,4,2,4,4,3,3,3,3,2,2,4,2,2,1,0,12,2,1,3
660,2,1,1,3,3,3,3,2,1,2,1,2,4,4,5,4,4,2,6,2,3,3
1764,2,13,3,4,4,4,2,2,3,3,3,2,1,1,2,1,2,1,6,2,2,1
2170,4,1,5,2,1,2,2,1,1,1,2,1,1,1,1,1,1,0,12,2,4,1
916,4,16,-98,3,4,2,4,1,1,2,2,1,1,1,2,1,4,0,12,1,3,2
1814,4,11,4,2,1,1,1,1,2,2,2,1,1,2,1,5,1,2,6,2,3,2
1951,4,16,95,2,2,3,2,2,2,2,4,2,1,2,4,2,1,0,12,2,3,2
1123,4,19,10,3,3,3,2,3,3,4,3,3,-98,4,4,2,3,2,6,2,2,1
1448,2,36,3,4,4,4,4,3,3,3,3,3,2,2,2,2,4,0,8,2,3,3
227,2,20,1,2,2,3,2,2,2,2,2,1,4,4,4,4,5,0,12,1,4,2
472,1,11,3,2,2,1,1,2,1,1,2,2,4,4,2,4,1,1,6,2,2,2
1542,2,-99,3,2,2,2,2,2,2,3,2,2,2,4,2,2,1,1,6,2,1,2
1755,2,16,4,1,2,3,4,3,2,2,3,2,2,4,1,4,2,2,6,1,3,2
2181,1,11,3,2,2,3,4,1,2,3,3,2,5,4,4,4,8,0,8,2,1,1
662,2,1,97,3,4,3,4,1,1,1,1,2,4,5,4,2,3,2,1,2,2,1
352,4,4,3,2,1,1,2,1,1,1,1,1,4,4,2,2,3,0,12,2,2,2
484,2,29,-98,3,2,4,3,2,2,2,2,2,2,4,4,2,3,0,12,1,3,3
2409,1,11,97,2,2,2,2,2,2,2,2,2,2,4,4,2,4,0,12,1,4,3
2165,1,17,4,3,2,3,2,2,2,3,3,3,5,5,4,4,2,1,6,2,3,1
1303,2,1,3,4,2,3,2,2,2,3,3,2,2,5,2,2,4,1,6,2,2,1
899,2,12,4,4,4,2,4,3,2,2,2,2,2,2,2,2,5,0,12,2,1,1
2054,4,14,4,2,1,2,3,3,3,2,4,2,4,5,5,4,3,1,6,2,1,3
1373,2,30,6,4,4,3,5,2,2,3,3,2,4,4,4,4,3,0,12,1,3,3
810,4,36,1,5,5,3,1,1,1,1,2,1,1,1,1,1,2,1,6,2,3,1
1133,2,13,1,2,2,2,2,1,1,2,2,2,2,4,2,5,1,-1,-1,1,4,2
163,2,32,1,3,3,3,2,3,2,2,3,3,4,4,4,2,1,1,6,2,3,2
2235,2,11,4,3,2,2,2,1,2,2,4,3,5,5,1,4,1,0,8,1,1,3
2073,4,16,3,4,2,4,2,4,2,3,4,3,2,4,4,2,1,1,6,1,3,1
536,2,11,1,2,1,3,2,3,3,4,3,2,5,5,5,5,1,0,8,2,1,1
2002,2,1,4,4,4,3,4,2,1,2,3,3,4,4,2,4,2,1,1,2,2,1
1253,4,11,2,4,3,4,3,4,3,4,3,3,4,4,4,4,8,0,8,2,2,1
1149,2,1,96,4,5,2,2,2,1,3,2,1,4,2,4,4,5,-1,-1,1,4,2
1160,4,13,1,5,5,3,4,1,1,1,1,1,1,2,2,2,3,-1,-1,2,4,3
2019,2,1,1,4,4,4,3,1,3,3,2,2,2,4,2,1,5,0,12,1,1,3
1381,4,20,-98,3,2,3,3,1,1,3,2,2,1,2,2,2,3,0,8,2,4,1
71,2,13,-99,5,5,5,5,1,1,1,1,1,4,4,4,1,2,0,12,2,3,1
1510,2,20,4,2,3,4,3,1,1,1,2,1,2,2,2,2,1,1,1,1,2,3
1868,4,20,4,4,4,3,2,1,1,2,3,2,2,4,4,4,2,0,12,1,2,1
998,2,1,2,4,5,2,3,2,2,2,3,2,2,2,2,2,4,0,12,1,2,1
979,2,1,3,3,3,4,3,1,1,2,3,2,1,4,2,2,1,0,12,1,3,1
1453,4,16,-99,3,3,1,1,1,1,1,1,1,2,4,4,1,5,-1,-1,2,4,3
565,2,1,1,3,3,3,3,1,1,1,2,1,2,2,2,2,5,0,12,1,3,1
654,4,5,3,2,3,4,2,1,1,2,1,1,4,2,1,2,1,2,6,2,3,1
256,2,13,1,1,1,2,3,1,1,2,2,1,1,2,1,1,2,1,6,2,1,3
1350,3,36,1,3,2,4,3,3,3,3,4,3,4,4,4,4,2,-1,-1,2,4,3
2058,2,17,1,4,4,4,4,3,3,4,-98,3,2,2,2,4,2,0,12,1,3,2
66,2,2,1,2,2,3,3,1,2,1,1,1,2,4,2,2,4,0,11,1,2,1
911,2,13,1,3,4,3,2,2,2,3,3,1,2,4,4,2,4,2,1,1,4,1
390,1,16,97,2,1,2,1,2,1,2,1,1,4,4,4,2,1,0,12,1,3,1
2079,2,13,3,3,2,2,2,1,1,1,1,1,5,5,4,5,1,0,12,1,3,2
1121,2,1,11,2,2,2,2,2,2,2,3,2,4,4,4,2,2,1,6,1,2,1
165,2,1,1,4,2,4,4,4,3,4,3,4,5,5,2,4,1,1,6,2,2,1
888,2,26,1,1,1,1,1,1,1,1,1,1,2,4,2,1,4,2,1,1,4,2
1645,2,18,1,4,2,3,3,2,2,2,4,3,2,4,4,4,1,0,12,1,3,1
550,2,4,-98,3,4,4,3,3,2,2,4,1,4,4,2,2,2,1,6,2,1,1
2001,2,1,4,1,1,2,1,1,1,1,3,1,1,1,4,1,5,1,1,1,3,3
1667,2,1,97,2,3,3,4,1,1,3,3,1,5,5,5,2,3,-1,-1,1,4,3
2185,2,20,3,4,4,3,2,4,3,3,3,1,4,5,5,1,2,2,6,2,3,1
989,2,16,1,2,2,2,2,4,4,3,4,4,5,5,5,5,1,1,1,1,3,1
1597,1,-98,6,3,3,3,3,1,1,1,1,4,2,4,2,2,3,1,1,2,2,2
2204,2,6,1,4,4,4,4,3,3,3,3,3,2,2,2,2,5,1,6,2,2,2
1191,4,16,4,2,2,1,2,1,2,2,3,1,1,2,4,1,5,1,1,2,2,1
1106,2,-98,4,2,4,4,5,3,2,2,3,3,4,4,4,2,2,1,6,2,2,2
1575,4,-99,3,4,3,2,2,2,2,1,2,1,2,2,1,1,3,0,12,1,2,2
497,4,13,3,5,5,5,5,2,1,2,2,1,2,2,4,2,3,0,12,1,3,1
2358,4,13,2,5,4,4,4,1,1,1,3,1,4,5,5,5,3,-1,-1,2,4,1
934,4,16,3,2,1,2,3,2,3,2,2,1,1,1,1,2,3,0,12,2,3,1
2538,2,16,3,4,3,4,3,4,4,4,4,3,4,4,5,4,8,2,6,2,2,1
572,2,-98,1,4,4,4,3,3,3,3,3,2,2,5,2,2,1,0,12,1,4,2
370,2,4,3,3,2,2,2,3,2,2,3,3,2,2,4,2,6,2,1,2,4,2
2008,2,19,1,3,4,4,4,3,3,3,3,3,4,4,4,2,2,0,12,2,3,3
526,5,11,4,4,5,2,5,3,2,2,3,2,4,4,4,4,1,1,6,1,4,1
260,5,16,3,1,1,1,1,1,1,1,1,1,5,5,5,1,2,0,12,2,4,1
1258,4,29,1,4,3,4,3,2,2,3,3,1,2,4,2,2,2,1,6,2,2,1
34,2,14,3,1,1,1,1,3,3,1,3,2,4,4,5,2,2,1,6,2,3,1
1355,4,33,5,2,2,2,2,2,2,2,2,2,4,4,4,2,5,0,12,2,3,1
2530,4,32,11,3,2,3,2,1,1,2,1,2,4,5,5,2,2,0,12,2,3,2
1690,2,32,1,3,3,3,2,2,2,2,2,2,2,4,4,2,4,1,1,1,2,2
1276,2,1,1,4,2,4,4,3,3,4,4,4,5,5,5,5,1,0,12,1,2,1
1470,1,16,5,3,4,3,2,1,2,1,1,1,1,2,2,1,2,2,6,2,3,2
1743,2,1,1,2,2,3,3,3,3,4,3,3,4,4,4,2,5,1,6,2,3,3
1228,1,16,3,2,3,3,2,1,1,1,2,2,4,4,2,1,5,0,8,2,3,3
730,2,1,6,4,3,2,2,3,3,3,4,2,5,4,5,1,3,0,12,1,2,2
833,2,5,1,2,3,3,3,3,2,3,3,3,2,2,2,2,2,1,6,1,2,1
1224,4,13,-98,4,4,4,2,4,4,2,4,4,5,5,5,1,3,1,6,2,2,3
2277,4,29,1,5,5,2,2,1,2,2,2,2,4,5,5,4,2,-1,-1,1,4,1
2120,4,16,4,5,5,2,5,1,1,2,1,1,2,4,4,1,3,1,1,1,3,1
511,4,11,3,5,5,4,5,1,1,1,1,1,5,5,4,5,3,0,12,1,4,3
210,1,11,1,4,4,4,4,4,4,4,4,4,2,4,4,4,2,0,12,1,4,3
314,2,1,2,3,3,3,2,1,2,1,1,2,4,2,4,4,2,1,6,1,2,2
889,4,13,1,5,4,4,4,1,1,3,3,1,2,4,2,1,3,0,12,2,4,3
250,4,16,13,1,1,1,2,1,1,2,2,1,1,2,2,2,1,0,12,1,3,1
1935,2,13,6,4,4,3,3,1,1,1,1,1,4,2,4,1,3,2,6,2,3,2
